epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,13742.6,0.81837,0.55794,1.10134,0.79035,0.76712,0.8311,0.58224,0.8041,0.85723,0.95097,0.0014126,0.0014126,0.0014126
180,13821.2,0.81805,0.56375,1.0947,0.87499,0.76705,0.83747,0.57889,0.85516,1.32703,0.9872,0.0014093,0.0014093,0.0014093
181,13899.3,0.80283,0.54167,1.07912,0.87869,0.75342,0.83719,0.60169,0.77437,0.82139,0.93612,0.001406,0.001406,0.001406
182,13977.8,0.76807,0.51099,1.05333,0.9319,0.74989,0.88906,0.64704,0.70237,0.84021,0.90633,0.0014027,0.0014027,0.0014027
183,14056.8,0.78381,0.53814,1.07092,0.9083,0.72603,0.81349,0.59149,0.77207,1.03165,0.95999,0.0013994,0.0013994,0.0013994
184,14134.8,0.78691,0.55224,1.08619,0.8924,0.6817,0.83422,0.61944,0.7411,0.89021,0.92638,0.0013961,0.0013961,0.0013961
185,14212.8,0.79798,0.54058,1.09019,0.75061,0.82192,0.84561,0.60216,0.77985,1.23451,0.95303,0.0013928,0.0013928,0.0013928
186,14291.1,0.81195,0.54005,1.10815,0.85349,0.80822,0.84896,0.61214,0.72811,1.09682,0.89479,0.0013895,0.0013895,0.0013895
187,14369.7,0.79909,0.54842,1.10579,0.83638,0.80822,0.85878,0.59208,0.7774,0.80842,0.90836,0.0013862,0.0013862,0.0013862
188,14448.1,0.77109,0.52594,1.06867,0.88357,0.83169,0.86989,0.53368,0.87765,0.66768,0.98838,0.0013829,0.0013829,0.0013829
189,14527.2,0.77984,0.55746,1.0875,0.84039,0.72131,0.78235,0.51727,0.82929,1.08173,0.98912,0.0013796,0.0013796,0.0013796
190,14606.5,0.79128,0.54398,1.07692,0.78932,0.76989,0.82113,0.57215,0.80512,0.95796,0.98519,0.0013763,0.0013763,0.0013763
191,14684.3,0.76408,0.54129,1.0625,0.77999,0.76712,0.82738,0.55353,0.76596,0.84324,0.9099,0.001373,0.001373,0.001373
192,14763.2,0.78135,0.52898,1.07704,0.84302,0.79452,0.84446,0.59948,0.79732,0.96599,0.9177,0.0013697,0.0013697,0.0013697
193,14842.4,0.80126,0.54293,1.08922,0.90527,0.84932,0.89733,0.60536,0.82633,0.99977,0.96032,0.0013664,0.0013664,0.0013664
194,14921.2,0.75208,0.50552,1.06781,0.92211,0.73973,0.85727,0.62878,0.74907,0.65742,0.91821,0.0013631,0.0013631,0.0013631
195,14999.9,0.76602,0.52501,1.07224,0.89635,0.72603,0.86647,0.56663,0.83512,0.78191,0.9577,0.0013598,0.0013598,0.0013598
196,15078.1,0.7789,0.53675,1.07257,0.8296,0.72603,0.81188,0.6122,0.76174,0.87722,0.95959,0.0013565,0.0013565,0.0013565
197,15156.4,0.8087,0.5322,1.08434,0.84915,0.77115,0.85146,0.58862,0.84754,0.89253,0.97965,0.0013532,0.0013532,0.0013532
198,15234.3,0.80804,0.5564,1.08861,0.83875,0.87671,0.87247,0.63497,0.81039,0.81914,1.00286,0.0013499,0.0013499,0.0013499
199,15313.1,0.76857,0.54284,1.07414,0.86437,0.69842,0.80501,0.57268,0.80725,0.86617,0.97192,0.0013466,0.0013466,0.0013466
200,15391.1,0.75929,0.51512,1.06946,0.81075,0.71233,0.8101,0.5614,0.83482,0.92013,1.00512,0.0013433,0.0013433,0.0013433
201,15469,0.7557,0.51865,1.06539,0.79,0.73973,0.82572,0.57517,0.82303,0.86535,0.98845,0.00134,0.00134,0.00134
202,15547.1,0.74218,0.50417,1.05382,0.77961,0.83562,0.85208,0.61739,0.6991,0.8079,0.91039,0.0013367,0.0013367,0.0013367
203,15627,0.73619,0.51529,1.05731,0.82191,0.82187,0.84482,0.5936,0.75753,0.69324,0.93359,0.0013334,0.0013334,0.0013334
204,15708.9,0.76647,0.51805,1.0758,0.83862,0.78309,0.8577,0.60114,0.79533,0.75067,0.96833,0.0013301,0.0013301,0.0013301
205,15790.4,0.72409,0.53168,1.04461,0.77504,0.84932,0.85305,0.58893,0.76131,0.69457,0.9198,0.0013268,0.0013268,0.0013268
206,15872.1,0.7521,0.52376,1.08041,0.87174,0.83799,0.84262,0.63029,0.71493,0.69644,0.92702,0.0013235,0.0013235,0.0013235
207,15953.7,0.75073,0.51502,1.06136,0.87529,0.76917,0.84995,0.61111,0.76524,0.67322,0.98598,0.0013202,0.0013202,0.0013202
208,16035.3,0.7532,0.51799,1.0636,0.83584,0.76712,0.82646,0.58293,0.80099,0.77251,1.00873,0.0013169,0.0013169,0.0013169
209,16116.5,0.75217,0.52107,1.05999,0.8217,0.83562,0.81645,0.58316,0.82634,0.76794,0.97493,0.0013136,0.0013136,0.0013136
210,16197.5,0.7394,0.50808,1.05016,0.80403,0.80822,0.81689,0.58645,0.7686,0.79115,0.91125,0.0013103,0.0013103,0.0013103
211,16278.6,0.7351,0.52183,1.04934,0.82803,0.80822,0.86822,0.62087,0.76989,0.71651,0.90993,0.001307,0.001307,0.001307
212,16359.6,0.72206,0.52738,1.04499,0.77997,0.76712,0.81427,0.59092,0.72389,0.90249,0.85719,0.0013037,0.0013037,0.0013037
213,16440.9,0.76666,0.51548,1.05825,0.89402,0.80888,0.8649,0.63227,0.75641,0.72432,0.90997,0.0013004,0.0013004,0.0013004
214,16522.6,0.73394,0.50748,1.04495,0.79913,0.87671,0.88591,0.67395,0.68572,0.64939,0.87201,0.0012971,0.0012971,0.0012971
215,16603,0.76274,0.51713,1.05945,0.87469,0.83562,0.87235,0.63225,0.70265,0.84976,0.87369,0.0012938,0.0012938,0.0012938
216,16684.5,0.75632,0.53351,1.07499,0.85956,0.79452,0.87005,0.64361,0.70325,0.76554,0.8694,0.0012905,0.0012905,0.0012905
217,16765.6,0.74271,0.51035,1.06663,0.82076,0.73973,0.79404,0.58305,0.74073,0.98635,0.897,0.0012872,0.0012872,0.0012872
218,16846.9,0.73845,0.50386,1.06797,0.84345,0.79452,0.82574,0.61012,0.71442,0.69257,0.87894,0.0012839,0.0012839,0.0012839
219,16928.1,0.74758,0.50809,1.07403,0.87686,0.76712,0.83449,0.60155,0.76643,0.74001,0.95558,0.0012806,0.0012806,0.0012806
220,17009.1,0.73219,0.49905,1.04474,0.83757,0.76712,0.84734,0.56,0.83718,0.66768,1.01086,0.0012773,0.0012773,0.0012773
221,17090.2,0.75183,0.51103,1.06586,0.8626,0.78082,0.87013,0.60936,0.75014,0.63906,0.94771,0.001274,0.001274,0.001274
222,17171,0.74526,0.52444,1.05771,0.70417,0.79452,0.7994,0.57715,0.79498,0.73511,0.94946,0.0012707,0.0012707,0.0012707
223,17253.4,0.71412,0.50493,1.05017,0.76934,0.77676,0.83695,0.6032,0.77555,0.68254,0.95255,0.0012674,0.0012674,0.0012674
224,17334.9,0.73354,0.50235,1.06184,0.92603,0.73973,0.85674,0.6449,0.67955,0.81366,0.90057,0.0012641,0.0012641,0.0012641
225,17416.6,0.72543,0.49335,1.05623,0.84051,0.79452,0.84662,0.59279,0.75687,0.77663,0.95774,0.0012608,0.0012608,0.0012608
226,17498,0.73015,0.51544,1.06159,0.86981,0.83562,0.85339,0.6321,0.67075,0.78548,0.89936,0.0012575,0.0012575,0.0012575
227,17579.6,0.78102,0.54848,1.08488,0.89109,0.7846,0.86627,0.61384,0.73448,0.70367,0.93817,0.0012542,0.0012542,0.0012542
228,17661,0.75027,0.50349,1.0796,0.8664,0.84932,0.88463,0.63602,0.77628,0.70151,0.94828,0.0012509,0.0012509,0.0012509
229,17741.9,0.70863,0.50539,1.04152,0.84615,0.76712,0.85711,0.61793,0.756,0.79493,0.93792,0.0012476,0.0012476,0.0012476
230,17822.9,0.73353,0.49608,1.06217,0.8684,0.82192,0.85031,0.6111,0.77565,0.69121,0.95241,0.0012443,0.0012443,0.0012443
231,17903.8,0.72105,0.47541,1.04999,0.86853,0.84932,0.90097,0.67484,0.73253,0.58381,0.96606,0.001241,0.001241,0.001241
232,17985.1,0.7305,0.50609,1.0508,0.8856,0.86301,0.91557,0.64136,0.78327,0.63884,1.00516,0.0012377,0.0012377,0.0012377
233,18066.1,0.72507,0.51109,1.05577,0.88255,0.87671,0.91719,0.68506,0.78195,0.54323,1.00534,0.0012344,0.0012344,0.0012344
234,18147.9,0.74766,0.52488,1.0644,0.89679,0.83321,0.89316,0.66444,0.7466,0.73242,0.96664,0.0012311,0.0012311,0.0012311
235,18228.8,0.72652,0.48128,1.04302,0.83659,0.84932,0.85525,0.59892,0.81294,0.69287,1.00034,0.0012278,0.0012278,0.0012278
236,18310,0.71833,0.49888,1.05941,0.82526,0.82192,0.87295,0.59189,0.82318,0.75782,0.98633,0.0012245,0.0012245,0.0012245
237,18391.1,0.70993,0.50021,1.05249,0.87598,0.79452,0.89756,0.63796,0.78096,0.64632,0.93451,0.0012212,0.0012212,0.0012212
238,18472.3,0.71931,0.49933,1.03665,0.88021,0.80526,0.87283,0.63003,0.75883,0.70739,0.93263,0.0012179,0.0012179,0.0012179
239,18553.7,0.71897,0.49178,1.03562,0.81954,0.80873,0.84953,0.6106,0.79314,0.68426,0.96101,0.0012146,0.0012146,0.0012146
240,18635,0.71642,0.49038,1.06594,0.85921,0.79452,0.8712,0.63995,0.7416,0.67142,0.94425,0.0012113,0.0012113,0.0012113
241,18715.7,0.73919,0.50876,1.05774,0.87857,0.79294,0.86835,0.65111,0.7385,0.84524,0.94763,0.001208,0.001208,0.001208
242,18796.9,0.70893,0.48756,1.03409,0.89575,0.82392,0.87702,0.63516,0.71512,0.69814,0.9231,0.0012047,0.0012047,0.0012047
243,18879.3,0.71265,0.4819,1.05108,0.85433,0.88377,0.87681,0.63924,0.75401,0.89126,0.93683,0.0012014,0.0012014,0.0012014
244,18959.9,0.69677,0.51625,1.04331,0.86225,0.8575,0.87241,0.65169,0.68251,0.63042,0.91456,0.0011981,0.0011981,0.0011981
245,19042.1,0.71488,0.50427,1.05161,0.89928,0.83562,0.87562,0.65463,0.68326,0.6941,0.89553,0.0011948,0.0011948,0.0011948
246,19126.9,0.69284,0.48579,1.03241,0.75974,0.82304,0.84011,0.6416,0.69509,0.77566,0.92094,0.0011915,0.0011915,0.0011915
247,19210.3,0.73827,0.51674,1.06195,0.84065,0.87671,0.86601,0.59234,0.749,0.66209,0.92423,0.0011882,0.0011882,0.0011882
248,19293.2,0.73056,0.5138,1.05162,0.88173,0.81704,0.86002,0.6443,0.69241,0.63387,0.89184,0.0011849,0.0011849,0.0011849
249,19374.8,0.68062,0.49911,1.04459,0.83796,0.83562,0.88002,0.65737,0.6984,0.75768,0.88781,0.0011816,0.0011816,0.0011816
250,19456.5,0.72067,0.49355,1.06014,0.86934,0.79452,0.81935,0.60433,0.75482,0.81391,0.93264,0.0011783,0.0011783,0.0011783
251,19538,0.73766,0.51599,1.06527,0.85074,0.76712,0.84355,0.61275,0.79963,0.67634,0.96327,0.001175,0.001175,0.001175
252,19619.5,0.71874,0.49499,1.05728,0.89542,0.87671,0.90284,0.67145,0.71158,0.62092,0.88877,0.0011717,0.0011717,0.0011717
253,19700.9,0.75066,0.50927,1.06184,0.80886,0.92756,0.88412,0.62856,0.7005,0.64938,0.86987,0.0011684,0.0011684,0.0011684
254,19783.2,0.70122,0.4738,1.03975,0.92928,0.90002,0.89514,0.66752,0.66947,0.56101,0.84528,0.0011651,0.0011651,0.0011651
255,19864.4,0.6898,0.44937,1.03908,0.88155,0.86301,0.89384,0.67331,0.65281,0.55866,0.82951,0.0011618,0.0011618,0.0011618
256,19943.3,0.69313,0.45517,1.0282,0.85103,0.83562,0.89266,0.6758,0.6981,0.65181,0.87719,0.0011585,0.0011585,0.0011585
257,20022.7,0.68662,0.45608,1.02654,0.90781,0.82192,0.89753,0.67605,0.65514,0.5676,0.84796,0.0011552,0.0011552,0.0011552
258,20102.5,0.68271,0.47219,1.02403,0.89418,0.81031,0.89133,0.72373,0.62614,0.68214,0.83176,0.0011519,0.0011519,0.0011519
259,20182.5,0.71672,0.48514,1.04435,0.77454,0.82192,0.81894,0.65779,0.64634,0.70456,0.82856,0.0011486,0.0011486,0.0011486
260,20256.6,0.69588,0.47397,1.03308,0.90503,0.82192,0.85571,0.6277,0.69475,0.65086,0.88578,0.0011453,0.0011453,0.0011453
261,20331,0.66266,0.4594,1.0134,0.87181,0.75342,0.82542,0.5932,0.74235,0.71983,0.90231,0.001142,0.001142,0.001142
262,20405.9,0.67476,0.45743,1.01804,0.90036,0.80822,0.8425,0.62548,0.73791,0.65427,0.90135,0.0011387,0.0011387,0.0011387
263,20481.4,0.68337,0.45783,1.02245,0.90619,0.79394,0.87308,0.63929,0.76778,0.68892,0.91734,0.0011354,0.0011354,0.0011354
264,20555.8,0.69493,0.47956,1.04308,0.86939,0.89041,0.88274,0.6378,0.73482,0.57694,0.93724,0.0011321,0.0011321,0.0011321
265,20630.1,0.67854,0.47125,1.03188,0.84963,0.86301,0.85455,0.62335,0.72582,0.64693,0.92713,0.0011288,0.0011288,0.0011288
266,20704.4,0.69633,0.46887,1.03125,0.86754,0.80747,0.81351,0.56998,0.71927,0.64842,0.93219,0.0011255,0.0011255,0.0011255
267,20778.4,0.66823,0.45597,1.0218,0.87139,0.83531,0.85552,0.60501,0.71156,0.64342,0.93649,0.0011222,0.0011222,0.0011222
268,20852.6,0.70805,0.48071,1.05658,0.87478,0.80822,0.8503,0.61236,0.69794,0.66923,0.92494,0.0011189,0.0011189,0.0011189
269,20926.9,0.66798,0.47226,1.02798,0.86348,0.80822,0.81011,0.58803,0.68992,1.03838,0.90653,0.0011156,0.0011156,0.0011156
270,21001.2,0.69565,0.45469,1.04143,0.84605,0.80822,0.806,0.56481,0.71614,0.7614,0.91434,0.0011123,0.0011123,0.0011123
271,21075.8,0.68966,0.47347,1.03608,0.90817,0.73973,0.8194,0.6125,0.6897,0.77351,0.87791,0.001109,0.001109,0.001109
272,21150.2,0.66017,0.46054,1.0153,0.90499,0.72603,0.79924,0.59502,0.69731,1.00258,0.8762,0.0011057,0.0011057,0.0011057
273,21224.6,0.67247,0.46638,1.01345,0.82796,0.87671,0.86597,0.65113,0.65834,1.0638,0.84147,0.0011024,0.0011024,0.0011024
274,21300.2,0.66605,0.47603,1.02904,0.85324,0.79452,0.80498,0.61866,0.68563,0.71914,0.92773,0.0010991,0.0010991,0.0010991
275,21376.8,0.67,0.47615,1.02491,0.89462,0.81408,0.83356,0.6307,0.6745,0.73272,0.91929,0.0010958,0.0010958,0.0010958
276,21456.6,0.65237,0.46001,1.01321,0.89547,0.82148,0.86811,0.64882,0.65832,0.64594,0.88695,0.0010925,0.0010925,0.0010925
277,21536.3,0.65673,0.45671,1.00936,0.82251,0.82528,0.81703,0.60468,0.67794,0.68256,0.8904,0.0010892,0.0010892,0.0010892
278,21615.3,0.65556,0.44386,1.01581,0.91186,0.76712,0.82828,0.61906,0.66366,0.73008,0.88446,0.0010859,0.0010859,0.0010859
279,21694.8,0.68596,0.47363,1.03194,0.86563,0.79427,0.83365,0.64484,0.68086,0.6591,0.85975,0.0010826,0.0010826,0.0010826
280,21775.7,0.71201,0.4701,1.03892,0.87738,0.80822,0.84472,0.64633,0.6642,0.64003,0.85101,0.0010793,0.0010793,0.0010793
281,21855.1,0.68147,0.47877,1.0321,0.90126,0.76712,0.83514,0.65295,0.63253,0.63247,0.87082,0.001076,0.001076,0.001076
282,21933.8,0.67233,0.46759,1.03659,0.91089,0.76712,0.86062,0.66277,0.6276,0.68551,0.86639,0.0010727,0.0010727,0.0010727
283,22012.7,0.66899,0.46669,1.03263,0.8559,0.8137,0.83204,0.63571,0.63739,0.63947,0.86684,0.0010694,0.0010694,0.0010694
284,22092.3,0.64629,0.45585,1.01393,0.87801,0.7888,0.84077,0.63622,0.6204,0.73718,0.83856,0.0010661,0.0010661,0.0010661
285,22170.8,0.65534,0.45958,1.02493,0.83026,0.84932,0.84847,0.65849,0.63885,0.68713,0.86175,0.0010628,0.0010628,0.0010628
286,22249.1,0.64975,0.45984,1.02586,0.86072,0.87671,0.86957,0.64873,0.68242,0.66934,0.89876,0.0010595,0.0010595,0.0010595
287,22327.2,0.66539,0.45393,1.01657,0.78288,0.83973,0.8478,0.64217,0.68984,0.68342,0.90912,0.0010562,0.0010562,0.0010562
288,22407.2,0.66074,0.44891,1.02183,0.8547,0.80822,0.86481,0.67119,0.67597,0.68869,0.907,0.0010529,0.0010529,0.0010529
289,22488.2,0.65626,0.45098,1.0148,0.81194,0.82806,0.85199,0.6596,0.68951,0.64851,0.8963,0.0010496,0.0010496,0.0010496
290,22569,0.66936,0.46579,1.02076,0.83492,0.83145,0.84837,0.62287,0.72331,0.69818,0.91532,0.0010463,0.0010463,0.0010463
291,22648.2,0.67215,0.4579,1.02367,0.82716,0.85228,0.8623,0.65042,0.71305,0.70151,0.92398,0.001043,0.001043,0.001043
292,22726.4,0.67031,0.46374,1.0254,0.85261,0.79244,0.8003,0.59987,0.68451,0.84962,0.87515,0.0010397,0.0010397,0.0010397
293,22805.3,0.65853,0.45384,1.02506,0.76833,0.81782,0.81461,0.57544,0.74627,0.72422,0.94097,0.0010364,0.0010364,0.0010364
294,22885.9,0.64508,0.43906,1.00709,0.82133,0.82192,0.8551,0.60754,0.69446,0.81988,0.90965,0.0010331,0.0010331,0.0010331
295,22964.6,0.66231,0.45879,1.01738,0.88871,0.78082,0.8755,0.6721,0.65314,0.79548,0.88729,0.0010298,0.0010298,0.0010298
296,23042.5,0.68186,0.44872,1.02888,0.87197,0.83969,0.87038,0.66404,0.63336,0.65963,0.8469,0.0010265,0.0010265,0.0010265
297,23120.5,0.63542,0.44403,1.00423,0.79975,0.84932,0.8426,0.63517,0.67882,0.60731,0.88466,0.0010232,0.0010232,0.0010232
298,23200.9,0.66433,0.4713,1.02862,0.80774,0.82192,0.84584,0.61391,0.72486,0.63006,0.89094,0.0010199,0.0010199,0.0010199
299,23282.1,0.64004,0.45339,1.00394,0.83676,0.84264,0.84966,0.65864,0.68003,0.79749,0.8434,0.0010166,0.0010166,0.0010166
300,23363.1,0.64156,0.45297,1.0073,0.89418,0.83562,0.8781,0.68982,0.63578,0.62703,0.82208,0.0010133,0.0010133,0.0010133
301,23443.6,0.61853,0.42766,0.99764,0.87139,0.86301,0.88767,0.69237,0.65826,0.53908,0.85763,0.00101,0.00101,0.00101
302,23523.4,0.609,0.444,0.98966,0.90744,0.80822,0.88499,0.68144,0.69447,0.62693,0.90384,0.0010067,0.0010067,0.0010067
303,23605.3,0.64578,0.43792,1.00708,0.91256,0.85781,0.88927,0.71897,0.61857,0.54679,0.86096,0.0010034,0.0010034,0.0010034
304,23686.5,0.64792,0.44796,1.01224,0.9081,0.84932,0.87759,0.68406,0.64015,0.56258,0.86385,0.0010001,0.0010001,0.0010001
305,23767.2,0.63369,0.44196,1.00438,0.87134,0.87671,0.86327,0.66694,0.67253,0.65442,0.8915,0.0009968,0.0009968,0.0009968
306,23848.1,0.65823,0.45891,1.01716,0.93388,0.80822,0.88318,0.6613,0.73317,0.61615,0.93152,0.0009935,0.0009935,0.0009935
307,23928.3,0.64428,0.45794,1.02172,0.82379,0.83256,0.86627,0.66114,0.67225,0.69773,0.87076,0.0009902,0.0009902,0.0009902
308,24009.5,0.61596,0.422,0.99855,0.89154,0.83562,0.85611,0.6345,0.70471,0.81451,0.91258,0.0009869,0.0009869,0.0009869
309,24090.2,0.65412,0.45018,1.01966,0.92266,0.81713,0.87014,0.67416,0.63573,0.66772,0.83771,0.0009836,0.0009836,0.0009836
310,24170.7,0.64966,0.4639,1.0214,0.86186,0.83562,0.91213,0.70688,0.61539,0.57595,0.84367,0.0009803,0.0009803,0.0009803
311,24251.4,0.63236,0.44064,1.01465,0.88035,0.80635,0.8857,0.69291,0.60827,0.60034,0.82423,0.000977,0.000977,0.000977
312,24331,0.63557,0.42974,0.99848,0.92024,0.7903,0.88677,0.68911,0.6286,0.61894,0.85179,0.0009737,0.0009737,0.0009737
313,24410.6,0.62693,0.42956,1.00714,0.90676,0.79933,0.87823,0.66283,0.64761,0.57795,0.87146,0.0009704,0.0009704,0.0009704
314,24491.6,0.63488,0.44292,1.01547,0.88347,0.83092,0.8742,0.67353,0.65172,0.63843,0.8702,0.0009671,0.0009671,0.0009671
315,24573.2,0.62821,0.43372,1.00582,0.88543,0.87671,0.90263,0.66521,0.67418,0.66298,0.90601,0.0009638,0.0009638,0.0009638
316,24652.7,0.62539,0.42817,1.00255,0.86008,0.84206,0.89398,0.67552,0.67867,0.59597,0.89439,0.0009605,0.0009605,0.0009605
317,24732.8,0.59743,0.41362,0.98087,0.89323,0.80224,0.89281,0.67574,0.64885,0.6034,0.83201,0.0009572,0.0009572,0.0009572
318,24813.6,0.63049,0.44648,0.99645,0.85734,0.80822,0.86155,0.6629,0.65436,0.61835,0.8437,0.0009539,0.0009539,0.0009539
319,24893.4,0.62329,0.43141,0.99442,0.8587,0.69863,0.82474,0.61606,0.68501,0.71737,0.86782,0.0009506,0.0009506,0.0009506
320,24972.8,0.60868,0.42502,0.99605,0.87426,0.78082,0.8429,0.64465,0.6294,0.66847,0.85331,0.0009473,0.0009473,0.0009473
321,25051.4,0.6167,0.44073,0.99969,0.83144,0.81085,0.87264,0.65616,0.67268,0.58632,0.89523,0.000944,0.000944,0.000944
322,25131.2,0.63334,0.42976,1.00826,0.85984,0.82192,0.87655,0.67731,0.66383,0.58043,0.86914,0.0009407,0.0009407,0.0009407
323,25211.3,0.61052,0.43319,0.99859,0.88989,0.82192,0.88574,0.70322,0.61197,0.51741,0.84051,0.0009374,0.0009374,0.0009374
324,25291.9,0.63,0.43573,1.00747,0.88506,0.80822,0.87042,0.70061,0.61673,0.60667,0.82302,0.0009341,0.0009341,0.0009341
325,25371.1,0.62777,0.42814,1.0038,0.90181,0.82192,0.88785,0.68768,0.63943,0.53419,0.83717,0.0009308,0.0009308,0.0009308
326,25448.5,0.61535,0.43117,0.99484,0.90606,0.82192,0.87178,0.66611,0.66542,0.57286,0.87271,0.0009275,0.0009275,0.0009275
327,25527.9,0.62913,0.43333,1.00521,0.91604,0.80822,0.87642,0.68082,0.63987,0.60855,0.85833,0.0009242,0.0009242,0.0009242
328,25607.1,0.5982,0.43217,0.99027,0.92223,0.83562,0.89296,0.69971,0.58838,0.58551,0.81863,0.0009209,0.0009209,0.0009209
329,25683.9,0.60576,0.42671,0.98475,0.89327,0.83562,0.86523,0.67413,0.62739,0.68582,0.84301,0.0009176,0.0009176,0.0009176
330,25760.5,0.64426,0.43961,1.00834,0.87546,0.86666,0.86349,0.6621,0.61849,0.76079,0.85789,0.0009143,0.0009143,0.0009143
331,25840.3,0.61204,0.4335,1.00453,0.92505,0.84536,0.89852,0.69544,0.65423,0.54119,0.90441,0.000911,0.000911,0.000911
332,25918.7,0.60735,0.42411,0.99879,0.92605,0.85778,0.89033,0.6966,0.6508,0.53443,0.88003,0.0009077,0.0009077,0.0009077
333,25997,0.57668,0.40632,0.97821,0.90229,0.82192,0.87998,0.6722,0.66643,0.61503,0.87779,0.0009044,0.0009044,0.0009044
334,26075.6,0.60915,0.43144,0.99973,0.84925,0.87671,0.88904,0.69277,0.63712,0.53878,0.88485,0.0009011,0.0009011,0.0009011
335,26154.9,0.60799,0.41776,0.99585,0.87519,0.83562,0.88294,0.69113,0.60524,0.51783,0.8757,0.0008978,0.0008978,0.0008978
336,26233.3,0.59348,0.42332,0.99397,0.9021,0.82192,0.88114,0.6995,0.6189,0.52074,0.87164,0.0008945,0.0008945,0.0008945
337,26311.3,0.60618,0.42614,0.98949,0.89388,0.80771,0.88434,0.71311,0.62053,0.52107,0.87173,0.0008912,0.0008912,0.0008912
338,26389.5,0.59687,0.42401,0.98076,0.90813,0.78082,0.88526,0.73214,0.60083,0.65265,0.85293,0.0008879,0.0008879,0.0008879
339,26467.5,0.60916,0.43748,0.9917,0.84166,0.83562,0.88237,0.70967,0.66766,0.62507,0.90909,0.0008846,0.0008846,0.0008846
340,26543.6,0.62744,0.42118,1.00004,0.88539,0.84661,0.87144,0.67636,0.65684,0.62664,0.89147,0.0008813,0.0008813,0.0008813
341,26618.4,0.60187,0.42362,0.9944,0.88993,0.83562,0.8883,0.70395,0.61242,0.59144,0.89171,0.000878,0.000878,0.000878
342,26693,0.6096,0.42814,0.99069,0.8793,0.82192,0.87736,0.68794,0.63763,0.58521,0.91583,0.0008747,0.0008747,0.0008747
343,26768.9,0.59479,0.42176,0.98357,0.84979,0.82192,0.84837,0.65987,0.64049,0.6905,0.89828,0.0008714,0.0008714,0.0008714
344,26843.8,0.59801,0.40834,0.98534,0.90733,0.80822,0.87739,0.70067,0.6519,0.66612,0.89327,0.0008681,0.0008681,0.0008681
345,26918.7,0.61628,0.43366,1.00017,0.88569,0.84912,0.88611,0.66719,0.69132,0.59598,0.92332,0.0008648,0.0008648,0.0008648
346,26993.1,0.61054,0.42656,1.00205,0.85425,0.86301,0.87038,0.65105,0.73668,0.62488,0.98151,0.0008615,0.0008615,0.0008615
347,27067.7,0.59085,0.40091,0.98528,0.85603,0.84932,0.87021,0.67906,0.71135,0.70914,0.95843,0.0008582,0.0008582,0.0008582
348,27142.4,0.61163,0.43026,1.00568,0.90995,0.83059,0.88639,0.68178,0.70463,0.61816,0.93898,0.0008549,0.0008549,0.0008549
349,27217,0.6242,0.42604,1.00607,0.90883,0.8194,0.87803,0.69406,0.67559,0.61553,0.93978,0.0008516,0.0008516,0.0008516
350,27291.8,0.60746,0.42122,0.99196,0.89738,0.84932,0.8817,0.7055,0.6554,0.62736,0.91361,0.0008483,0.0008483,0.0008483
351,27367.3,0.60389,0.42963,0.99486,0.90698,0.83562,0.87146,0.70097,0.65839,0.58066,0.90413,0.000845,0.000845,0.000845
352,27445.4,0.59275,0.42441,0.99762,0.90907,0.82175,0.85998,0.65497,0.68834,0.66579,0.91981,0.0008417,0.0008417,0.0008417
353,27523.8,0.58968,0.40125,0.98548,0.90781,0.8094,0.86994,0.67548,0.6521,0.6487,0.8751,0.0008384,0.0008384,0.0008384
354,27603.1,0.62333,0.41987,1.0074,0.85927,0.83641,0.8747,0.69159,0.65295,0.69045,0.85791,0.0008351,0.0008351,0.0008351
355,27681.5,0.60367,0.43451,0.99816,0.89185,0.82192,0.87706,0.6679,0.70481,0.66251,0.89117,0.0008318,0.0008318,0.0008318
356,27759.5,0.56935,0.39992,0.97796,0.89528,0.81986,0.862,0.64747,0.71874,0.62116,0.8949,0.0008285,0.0008285,0.0008285
357,27838.4,0.58847,0.4049,0.97804,0.91855,0.84932,0.8759,0.66682,0.69399,0.61734,0.91572,0.0008252,0.0008252,0.0008252
358,27917.5,0.59318,0.41473,0.98692,0.87456,0.85958,0.886,0.68155,0.67001,0.56097,0.90726,0.0008219,0.0008219,0.0008219
359,27996.6,0.61138,0.43991,1.00177,0.88673,0.86301,0.88611,0.70039,0.6588,0.51321,0.90192,0.0008186,0.0008186,0.0008186
360,28075.8,0.60203,0.41099,0.9956,0.86218,0.86301,0.89004,0.70179,0.67144,0.49728,0.91167,0.0008153,0.0008153,0.0008153
361,28155,0.58497,0.41498,0.99418,0.88611,0.85272,0.88258,0.67245,0.64696,0.49145,0.87973,0.000812,0.000812,0.000812
362,28234,0.60914,0.41975,0.98957,0.87933,0.83562,0.8729,0.70874,0.659,0.52292,0.89344,0.0008087,0.0008087,0.0008087
363,28314.9,0.57166,0.39965,0.97798,0.88682,0.85872,0.88762,0.70025,0.64379,0.50843,0.88535,0.0008054,0.0008054,0.0008054
364,28395.7,0.59256,0.41664,0.98959,0.90186,0.88124,0.89605,0.70477,0.62124,0.50535,0.85127,0.0008021,0.0008021,0.0008021
